512	1	1.01	0	1	0
     0	         0
     1	         0
     2	         0
     3	         0
     4	         0
     5	         0
     6	         0
     7	         0
     8	         0
     9	         0
    10	         0
    11	         0
    12	         0
    13	         0
    14	         0
    15	         0
    16	         0
    17	         0
    18	         0
    19	         0
    20	         0
    21	         0
    22	         0
    23	         0
    24	         0
    25	         0
    26	         0
    27	         0
    28	         0
    29	         0
    30	         0
    31	         0
    32	         0
    33	         0
    34	         0
    35	         0
    36	         0
    37	         0
    38	         0
    39	        12
    40	        51
    41	        66
    42	        86
    43	        82
    44	        72
    45	        62
    46	        74
    47	        59
    48	        65
    49	        73
    50	        56
    51	        69
    52	        61
    53	        61
    54	        55
    55	        60
    56	        75
    57	        64
    58	        63
    59	        64
    60	        62
    61	        54
    62	        65
    63	        67
    64	        69
    65	        94
    66	        66
    67	        57
    68	        79
    69	        85
    70	        84
    71	        69
    72	        80
    73	        84
    74	        74
    75	        77
    76	        91
    77	        69
    78	        71
    79	        92
    80	        69
    81	        77
    82	        71
    83	        77
    84	        74
    85	        72
    86	        71
    87	        84
    88	        81
    89	       102
    90	        67
    91	        66
    92	        85
    93	        72
    94	        70
    95	        59
    96	        70
    97	        66
    98	        81
    99	        57
   100	        62
   101	        64
   102	        61
   103	        61
   104	        60
   105	        64
   106	        56
   107	        63
   108	        72
   109	        57
   110	        61
   111	        50
   112	        61
   113	        52
   114	        59
   115	        40
   116	        48
   117	        52
   118	        49
   119	        55
   120	        53
   121	        47
   122	        41
   123	        53
   124	        56
   125	        54
   126	        35
   127	        47
   128	        43
   129	        57
   130	        53
   131	        49
   132	        43
   133	        51
   134	        38
   135	        45
   136	        39
   137	        59
   138	        48
   139	        53
   140	        43
   141	        53
   142	        43
   143	        49
   144	        49
   145	        65
   146	        47
   147	        53
   148	        30
   149	        39
   150	        40
   151	        41
   152	        44
   153	        41
   154	        42
   155	        56
   156	        50
   157	        51
   158	        51
   159	        55
   160	        44
   161	        51
   162	        56
   163	        62
   164	        48
   165	        63
   166	        58
   167	        56
   168	        57
   169	        55
   170	        64
   171	        65
   172	        68
   173	        62
   174	        66
   175	        84
   176	        70
   177	        84
   178	        84
   179	        73
   180	       100
   181	       100
   182	        93
   183	       102
   184	       126
   185	       117
   186	       108
   187	       152
   188	       148
   189	       135
   190	       131
   191	       128
   192	       140
   193	       136
   194	       142
   195	       135
   196	       156
   197	       143
   198	       125
   199	       123
   200	       131
   201	       110
   202	       129
   203	       134
   204	       140
   205	       100
   206	       106
   207	       109
   208	        87
   209	        82
   210	        84
   211	        83
   212	        74
   213	        66
   214	        83
   215	        61
   216	        49
   217	        60
   218	        51
   219	        46
   220	        39
   221	        31
   222	        50
   223	        31
   224	        33
   225	        28
   226	        30
   227	        21
   228	        29
   229	        24
   230	        19
   231	        22
   232	        21
   233	        16
   234	        18
   235	        21
   236	        21
   237	        22
   238	        17
   239	        16
   240	        23
   241	        16
   242	        12
   243	        18
   244	        17
   245	        15
   246	        11
   247	        15
   248	        21
   249	        17
   250	        18
   251	        12
   252	        19
   253	        10
   254	        12
   255	        13
   256	        13
   257	        17
   258	         6
   259	        15
   260	        17
   261	        14
   262	         7
   263	        16
   264	        15
   265	        14
   266	        21
   267	        11
   268	        13
   269	        15
   270	        14
   271	         8
   272	         9
   273	         8
   274	        11
   275	        11
   276	        11
   277	         9
   278	         9
   279	        10
   280	         8
   281	        12
   282	        12
   283	        14
   284	        11
   285	        14
   286	        14
   287	        11
   288	         8
   289	        10
   290	        11
   291	         9
   292	         6
   293	         6
   294	         3
   295	        11
   296	        10
   297	         6
   298	        10
   299	        13
   300	        16
   301	        16
   302	        11
   303	        11
   304	        17
   305	        15
   306	        10
   307	         7
   308	         8
   309	         8
   310	        12
   311	         8
   312	         8
   313	         8
   314	        10
   315	        12
   316	        10
   317	        13
   318	        19
   319	        14
   320	         8
   321	         7
   322	        13
   323	        12
   324	         8
   325	        11
   326	        12
   327	         8
   328	        20
   329	         6
   330	         6
   331	         7
   332	         7
   333	         9
   334	         5
   335	         7
   336	        10
   337	        12
   338	         7
   339	         8
   340	        11
   341	        13
   342	         6
   343	         9
   344	         8
   345	         5
   346	         4
   347	         8
   348	        13
   349	         7
   350	        13
   351	         9
   352	         6
